,D_388,D_389,D_390,D_391,D_392,D_393,D_394,D_395,D_396,D_397,D_398,D_399,D_400,D_401,D_443,D_444,D_446,D_448,D_450,D_451,D_452,D_453,D_454,D_455,D_457,D_458,D_459,D_461,D_462
autodp_00_baseline,,,,,,,,,,,,,,,0.8333333333333334,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,0.98,0.5087719298245614,0.4166666666666667,0.9291044776119403,0.7804878048780488,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_imputation_random,,,,,,,,,,,,,,,0.8333333333333334,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,1.0,0.49122807017543857,0.4166666666666667,0.9291044776119403,0.7804878048780488,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_imputation_drop,,,,,,,,,,,,,,,0.7777777777777778,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,0.98,0.5087719298245614,0.4166666666666667,0.9291044776119403,0.7560975609756098,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_imputation_knn,,,,,,,,,,,,,,,0.8333333333333334,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,0.98,0.5087719298245614,0.4166666666666667,0.9291044776119403,0.7439024390243902,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_imputation_most_frequent,,,,,,,,,,,,,,,0.8333333333333334,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,0.98,0.49122807017543857,0.4166666666666667,0.9253731343283582,0.7804878048780488,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_imputation_em,,,,,,,,,,,,,,,0.8333333333333334,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,0.98,0.5087719298245614,0.4166666666666667,0.9291044776119403,0.7560975609756098,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_imputation_mice,,,,,,,,,,,,,,,0.7777777777777778,0.8518518518518519,1.0,0.6666666666666666,0.9622641509433962,0.98,0.5263157894736842,0.4166666666666667,0.9291044776119403,0.7560975609756098,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_encoding_ordinal,,,,,,,,,,,,,,,0.7222222222222222,0.48148148148148145,1.0,0.7083333333333334,0.9622641509433962,0.69,0.5263157894736842,0.4166666666666667,0.9365671641791045,0.7439024390243902,0.8,1.0,0.8235294117647058,1.0,1.0
autodp_ofat_encoding_binary,,,,,,,,,,,,,,,0.8333333333333334,0.5555555555555556,1.0,0.6666666666666666,0.9622641509433962,0.82,0.49122807017543857,0.4166666666666667,0.9291044776119403,0.7439024390243902,0.8,1.0,0.7647058823529411,1.0,1.0
autodp_ofat_encoding_frequency,,,,,,,,,,,,,,,0.7222222222222222,0.5925925925925926,1.0,0.625,0.9622641509433962,0.86,0.38596491228070173,0.4166666666666667,0.9291044776119403,0.7317073170731707,0.8,1.0,0.7058823529411765,1.0,1.0
autodp_ofat_encoding_catboost,,,,,,,,,,,,,,,0.7222222222222222,0.7777777777777778,1.0,0.625,0.9622641509433962,0.99,0.543859649122807,0.4166666666666667,0.9291044776119403,0.7317073170731707,0.8,1.0,0.7058823529411765,1.0,1.0
autodp_ofat_normalization_zscore,,,,,,,,,,,,,,,0.7777777777777778,0.8518518518518519,0.975,0.6666666666666666,0.9622641509433962,0.98,0.5263157894736842,0.4166666666666667,0.9626865671641791,0.7682926829268293,0.6,1.0,0.7647058823529411,0.9,1.0
autodp_ofat_normalization_minmax,,,,,,,,,,,,,,,0.7222222222222222,0.8518518518518519,0.75,0.6666666666666666,0.9245283018867925,0.98,0.543859649122807,0.4166666666666667,0.9589552238805971,0.7195121951219512,0.4,1.0,0.7058823529411765,0.85,0.8
