,D_1130,D_1131,D_1132,D_1133,D_1134,D_1135,D_1136,D_1137,D_1138,D_1139,D_1140,D_1141,D_1142,D_1143,D_1144,D_1145,D_1146,D_1147,D_1148,D_1149,D_1150,D_1151,D_1152,D_1153,D_1154,D_1155,D_1156,D_1157,D_1158
autodp_00_baseline,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,0.8214285714285714,,,,,,,
autodp_ofat_imputation_random,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,0.8214285714285714,,,,,,,
autodp_ofat_imputation_drop,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,0.8214285714285714,,,,,,,
autodp_ofat_imputation_knn,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,0.8214285714285714,,,,,,,
autodp_ofat_imputation_most_frequent,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,0.8214285714285714,,,,,,,
autodp_ofat_imputation_em,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_imputation_mice,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_encoding_ordinal,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_encoding_binary,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_encoding_frequency,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_encoding_catboost,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_normalization_zscore,0.9838187702265372,1.0,0.8292682926829268,1.0,0.9935275080906149,0.9859154929577465,0.94,0.9818181818181818,0.919093851132686,0.9385113268608414,0.9076923076923077,1.0,0.9546925566343042,0.9315068493150684,1.0,0.9444444444444444,0.9935275080906149,0.9705882352941176,0.9893617021276596,0.9782608695652174,0.8936170212765957,,,,,,,,
autodp_ofat_normalization_minmax,0.9838187702265372,1.0,0.8048780487804879,1.0,0.9902912621359223,0.9859154929577465,0.94,0.9818181818181818,0.9223300970873787,0.941747572815534,0.9384615384615385,1.0,0.9611650485436893,0.9452054794520548,1.0,0.9444444444444444,0.9870550161812298,0.9705882352941176,0.9893617021276596,0.9782608695652174,0.8936170212765957,,,,,,,,
autodp_ofat_normalization_decimal_scale,0.9838187702265372,1.0,0.8048780487804879,1.0,0.9902912621359223,0.9859154929577465,0.94,0.9818181818181818,0.9255663430420712,0.9449838187702265,0.9230769230769231,1.0,0.9611650485436893,0.9452054794520548,1.0,0.9365079365079365,0.9870550161812298,0.9705882352941176,0.9893617021276596,0.9782608695652174,0.8936170212765957,,,,,,,,
autodp_ofat_feature_selection_missing_ratio,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_feature_selection_wrapper,0.9352750809061489,0.9743589743589743,0.8536585365853658,0.9571428571428572,0.9320388349514563,0.9859154929577465,0.88,0.9636363636363636,0.9061488673139159,0.948220064724919,0.8615384615384616,1.0,0.9546925566343042,0.9315068493150684,1.0,0.9047619047619048,0.9805825242718447,0.9852941176470589,0.9468085106382979,0.9456521739130435,0.925531914893617,,,,,,,,
autodp_ofat_feature_selection_collinear,0.9805825242718447,1.0,0.8048780487804879,1.0,0.9870550161812298,0.9859154929577465,0.92,0.9818181818181818,0.912621359223301,0.948220064724919,0.9230769230769231,1.0,0.9676375404530745,0.958904109589041,0.9848484848484849,0.9365079365079365,0.9902912621359223,0.9852941176470589,0.9574468085106383,0.9891304347826086,0.925531914893617,,,,,,,,
autodp_ofat_feature_selection_tree_based,0.9676375404530745,1.0,0.7560975609756098,0.9571428571428572,0.9773462783171522,0.971830985915493,0.9,0.9818181818181818,0.9093851132686084,0.941747572815534,0.9230769230769231,0.9615384615384616,0.9676375404530745,0.8904109589041096,0.9848484848484849,0.9047619047619048,0.9902912621359223,0.9558823529411765,0.9787234042553191,1.0,0.9042553191489362,,,,,,,,
autodp_ofat_duplicate_removal_exact,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_duplicate_removal_approximate,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_outlier_removal_zscore,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_outlier_removal_iqr,0.9805825242718447,1.0,0.7804878048780488,0.9714285714285714,0.9805825242718447,0.9859154929577465,0.92,0.9727272727272728,0.9158576051779935,0.948220064724919,0.9076923076923077,1.0,0.9611650485436893,0.958904109589041,0.9696969696969697,0.9444444444444444,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_ofat_outlier_removal_lof,0.9805825242718447,1.0,0.7804878048780488,1.0,0.9870550161812298,0.9859154929577465,0.94,0.9727272727272728,0.912621359223301,0.9449838187702265,0.9076923076923077,1.0,0.9546925566343042,0.958904109589041,0.9545454545454546,0.9365079365079365,0.9902912621359223,0.9852941176470589,0.9468085106382979,0.9891304347826086,0.9148936170212766,,,,,,,,
autodp_combo_01_basic,0.9838187702265372,1.0,0.8292682926829268,1.0,0.9935275080906149,0.9859154929577465,0.94,0.9818181818181818,0.919093851132686,0.9385113268608414,0.9076923076923077,1.0,0.9546925566343042,0.9315068493150684,1.0,0.9444444444444444,0.9935275080906149,0.9705882352941176,0.9893617021276596,0.9782608695652174,0.8936170212765957,,,,,,,,
autodp_combo_02_knn_binary,0.9870550161812298,1.0,0.8292682926829268,1.0,0.9870550161812298,0.9859154929577465,0.96,0.9818181818181818,0.9255663430420712,0.9385113268608414,0.9230769230769231,1.0,0.9644012944983819,0.9452054794520548,1.0,0.9523809523809523,0.9870550161812298,0.9705882352941176,0.9893617021276596,0.9782608695652174,0.8936170212765957,,,,,,,,
autodp_combo_03_mice_catboost,0.9676375404530745,1.0,0.8292682926829268,0.9571428571428572,0.9741100323624595,1.0,0.9,0.9818181818181818,0.9093851132686084,0.941747572815534,0.9384615384615385,1.0,0.9676375404530745,0.9315068493150684,0.9848484848484849,0.9126984126984127,0.9902912621359223,0.9705882352941176,0.9787234042553191,1.0,0.9148936170212766,,,,,,,,
autodp_combo_04_em_frequency,0.9255663430420712,1.0,0.8292682926829268,0.9714285714285714,0.9741100323624595,1.0,0.92,0.9727272727272728,0.919093851132686,0.941747572815534,0.9230769230769231,1.0,0.9611650485436893,0.958904109589041,1.0,0.9285714285714286,0.9773462783171522,0.9558823529411765,0.9574468085106383,0.9782608695652174,0.9148936170212766,,,,,,,,
