,D_1010,D_1011,D_1012,D_1013,D_1014,D_1015,D_1016,D_1017,D_1018,D_1019,D_1020,D_1021,D_1022,D_1023,D_1025,D_1026,D_1037,D_1038,D_1039,D_1040,D_1041,D_1042,D_1044,D_1045,D_1046,D_1047,D_1048,D_1049,D_1050
autodp_00_baseline,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7032967032967034,0.934,0.991,0.99,0.948,1.0,0.9635036496350365,0.8875,0.6451612903225806,0.828039430449069,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_imputation_random,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7032967032967034,0.934,0.991,0.99,0.948,1.0,0.9635036496350365,0.8875,0.6451612903225806,0.8291347207009858,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_imputation_drop,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.5604395604395604,,0.991,0.99,0.948,1.0,0.8467153284671532,0.8875,0.6451612903225806,0.8324205914567361,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_imputation_knn,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7142857142857143,0.934,0.991,0.99,0.948,1.0,0.9635036496350365,0.8875,0.6451612903225806,0.828039430449069,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_imputation_most_frequent,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7032967032967034,0.934,0.991,0.99,0.948,1.0,0.9635036496350365,0.8875,0.6451612903225806,0.828039430449069,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_imputation_em,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7032967032967034,0.934,0.991,0.99,0.948,1.0,0.9635036496350365,0.8875,0.6451612903225806,0.828039430449069,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_imputation_mice,,0.9558823529411765,0.9230769230769231,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7142857142857143,0.934,0.991,0.99,0.948,1.0,0.9635036496350365,0.8875,0.6451612903225806,0.828039430449069,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.46,0.9655172413793104,0.849,0.8205128205128205,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_encoding_ordinal,,0.9558823529411765,0.8461538461538461,0.9285714285714286,0.80625,0.9333333333333333,0.9747474747474747,0.7032967032967034,0.934,0.991,0.99,0.948,0.9575,0.9416058394160584,0.775,0.6129032258064516,0.8159912376779846,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.452,0.9655172413793104,0.849,0.5128205128205128,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_encoding_binary,,0.9558823529411765,0.8974358974358975,0.9285714285714286,0.80625,0.9333333333333333,0.98989898989899,0.7142857142857143,0.934,0.991,0.99,0.948,0.9975,0.9635036496350365,0.85,0.6451612903225806,0.8247535596933188,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.459,0.9655172413793104,0.849,0.7948717948717948,0.6621621621621622,0.9006849315068494,0.8881789137380192
autodp_ofat_encoding_frequency,,0.9558823529411765,0.6410256410256411,0.9285714285714286,0.80625,0.9333333333333333,0.9797979797979798,0.7142857142857143,0.933,0.991,0.99,0.948,0.98,0.9416058394160584,0.775,0.5806451612903226,0.8159912376779846,0.7910662824207493,0.9633569739952719,0.989,0.8371757925072046,0.8097982708933718,0.464,0.9655172413793104,0.849,0.5384615384615384,0.6621621621621622,0.9006849315068494,0.8881789137380192
