,D_805,D_806,D_807,D_808,D_810,D_811,D_812,D_813,D_814,D_815,D_816,D_817,D_818,D_819,D_820,D_821,D_823,D_824,D_825,D_826,D_827,D_828,D_829,D_830,D_831,D_832,D_833,D_834,D_835
autodp_00_baseline,0.63,0.66,0.729,0.75,0.6071428571428571,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.8125,0.68,0.843,0.7,0.9
autodp_ofat_imputation_random,0.63,0.66,0.729,0.75,0.6309523809523809,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.825,0.68,0.843,0.7,0.9
autodp_ofat_imputation_drop,0.63,0.66,0.729,0.75,0.6428571428571429,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.825,0.68,0.843,0.7,0.9
autodp_ofat_imputation_knn,0.63,0.66,0.729,0.75,0.6428571428571429,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.825,0.68,0.843,0.7,0.9
autodp_ofat_imputation_most_frequent,0.63,0.66,0.729,0.75,0.6071428571428571,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.8125,0.68,0.843,0.7,0.9
autodp_ofat_imputation_em,0.63,0.66,0.729,0.75,0.6547619047619048,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.85,0.68,0.843,0.7,0.9
autodp_ofat_imputation_mice,0.63,0.66,0.729,0.75,0.6666666666666666,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5775862068965517,0.5789473684210527,0.5,0.7,0.8,0.8125,0.68,0.843,0.7,0.9
autodp_ofat_encoding_ordinal,0.63,0.66,0.729,0.75,0.5952380952380952,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.8627450980392157,0.5862068965517241,0.5789473684210527,0.5,0.7,0.8,0.8125,0.68,0.843,0.7,0.8
autodp_ofat_encoding_binary,0.63,0.66,0.729,0.75,0.6071428571428571,0.8679245283018868,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9019607843137255,0.5689655172413793,0.5789473684210527,0.5,0.7,0.8,0.8375,0.68,0.843,0.7,0.9
autodp_ofat_encoding_frequency,0.63,0.66,0.729,0.75,0.5952380952380952,0.8113207547169812,0.6,0.64,0.46808510638297873,0.9090909090909091,0.827,0.7,1.0,0.875,0.851063829787234,0.78,0.709,0.68,0.9215686274509803,0.5862068965517241,0.5789473684210527,0.5,0.7,0.8,0.8,0.68,0.843,0.7,0.5
