,D_718,D_719,D_720,D_721,D_722,D_723,D_724,D_725,D_726,D_727,D_728,D_729,D_730,D_731,D_732,D_733,D_734,D_735,D_736,D_737,D_738,D_739,D_740,D_741,D_742,D_743,D_744,D_745,D_746
autodp_00_baseline,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_imputation_random,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_imputation_drop,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8461538461538461,0.6923076923076923,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_imputation_knn,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.6923076923076923,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_imputation_most_frequent,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_imputation_em,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_imputation_mice,,0.75,0.7811004784688995,0.975,0.89,0.64,0.7553191489361702,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_encoding_ordinal,,0.7142857142857143,0.7631578947368421,0.975,0.89,0.64,0.7872340425531915,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8205128205128205,0.7692307692307693,0.72,0.6829268292682927,0.58,0.56,0.72,1.0,0.54
autodp_ofat_encoding_binary,,0.75,0.7811004784688995,0.975,0.89,0.64,0.6808510638297872,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8717948717948718,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
autodp_ofat_encoding_frequency,,0.6071428571428571,0.7619617224880383,0.975,0.89,0.64,0.5531914893617021,0.937,0.75,0.825,0.9889025893958077,1.0,0.56,0.75,0.82,0.9523809523809523,0.868,0.878,0.7391304347826086,0.5048231511254019,0.8717948717948718,0.7692307692307693,0.72,0.6682926829268293,0.58,0.56,0.72,1.0,0.54
