,D_775,D_776,D_777,D_778,D_779,D_780,D_782,D_783,D_784,D_785,D_786,D_787,D_788,D_789,D_790,D_791,D_792,D_793,D_794,D_795,D_796,D_797,D_798,D_799,D_800,D_801,D_802,D_803,D_804
autodp_00_baseline,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.819672131147541,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.4918032786885246,0.83,0.9333333333333333,0.5945945945945946,0.6915167095115681,0.533,0.5714285714285714
autodp_ofat_imputation_random,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.8032786885245902,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.47540983606557374,0.83,0.9333333333333333,0.5945945945945946,0.6863753213367609,0.533,0.5714285714285714
autodp_ofat_imputation_drop,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.819672131147541,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.47540983606557374,0.83,0.9333333333333333,0.5945945945945946,0.6812339331619537,0.533,0.5714285714285714
autodp_ofat_imputation_knn,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.819672131147541,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.4918032786885246,0.83,0.9333333333333333,0.5945945945945946,0.7017994858611826,0.533,0.5714285714285714
autodp_ofat_imputation_most_frequent,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.819672131147541,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.4918032786885246,0.83,0.9333333333333333,0.5945945945945946,0.6966580976863753,0.533,0.5714285714285714
autodp_ofat_imputation_em,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.819672131147541,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.4918032786885246,0.83,0.9333333333333333,0.5945945945945946,0.6966580976863753,0.533,0.5714285714285714
autodp_ofat_imputation_mice,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7857142857142857,0.8888888888888888,0.819672131147541,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.47540983606557374,0.83,0.9333333333333333,0.5945945945945946,0.6889460154241646,0.533,0.5714285714285714
autodp_ofat_encoding_ordinal,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.7142857142857143,0.8888888888888888,0.8524590163934426,0.7,0.5789473684210527,0.45,0.8181818181818182,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.5245901639344263,0.83,0.9333333333333333,0.5945945945945946,0.6966580976863753,0.533,0.7142857142857143
autodp_ofat_encoding_binary,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.6785714285714286,0.8888888888888888,0.8524590163934426,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.45901639344262296,0.83,0.9333333333333333,0.5945945945945946,0.6838046272493573,0.533,0.5714285714285714
autodp_ofat_encoding_frequency,,0.78,0.9,0.8431372549019608,0.66,0.7272727272727273,1.0,0.65,0.75,0.8888888888888888,0.8360655737704918,0.7,0.5789473684210527,0.45,0.9090909090909091,0.5555555555555556,0.72,0.46,0.68,0.5714285714285714,1.0,0.655,0.5081967213114754,0.83,0.9333333333333333,0.5945945945945946,0.6966580976863753,0.533,0.7142857142857143
