,D_1053,D_1054,D_1055,D_1056,D_1057,D_1059,D_1060,D_1061,D_1062,D_1063,D_1064,D_1065,D_1066,D_1067,D_1068,D_1069,D_1071,D_1073,D_1075,D_1077,D_1078,D_1079,D_1080,D_1081,D_1082,D_1083,D_1084,D_1085,D_1086
autodp_00_baseline,0.797,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_imputation_random,0.8,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_imputation_drop,0.796,0.5757575757575758,0.7777777777777778,0.988,0.7857142857142857,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_imputation_knn,0.796,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_imputation_most_frequent,0.797,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_imputation_em,0.797,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_imputation_mice,0.803,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_encoding_ordinal,0.797,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_encoding_binary,0.797,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
autodp_ofat_encoding_frequency,0.797,0.5757575757575758,0.7777777777777778,0.988,0.9285714285714286,0.84,1.0,0.7272727272727273,0.625,0.8476190476190476,0.8571428571428571,0.8478260869565217,0.5862068965517241,0.8412322274881516,0.918918918918919,0.996,0.9135802469135802,0.7272727272727273,0.9230769230769232,0.7619047619047619,0.7619047619047619,0.8947368421052632,0.6521739130434783,,,,,,
