,D_73,D_74,D_75,D_76,D_77,D_78,D_115,D_116,D_117,D_118,D_119,D_120,D_121,D_122,D_123,D_124,D_125,D_126,D_127,D_128,D_129,D_130,D_131,D_132,D_133,D_134,D_135,D_136,D_137
autodp_ofat_feature_selection_tree_based,0.937,0.478,0.732,0.892,0.785,0.856,0.928,0.771,0.773,0.761,0.512,0.976,0.843,0.886,0.906,0.868,0.917,0.806,0.86,0.835,0.988,0.861,0.946,0.84,0.652,0.887,0.676,0.859,0.717
autodp_ofat_duplicate_removal_exact,0.94,0.43,0.729,0.895,0.773,0.856,0.928,0.771,0.772,0.762,0.496,0.976,0.843,0.887,0.906,0.869,0.904,0.804,0.854,0.835,0.988,0.825,0.947,0.84,0.629,0.889,0.663,0.859,
autodp_ofat_duplicate_removal_approximate,0.94,0.43,0.729,0.895,0.773,0.856,0.928,0.771,0.772,0.762,0.496,0.976,0.843,0.887,0.906,0.869,0.904,0.804,0.854,0.835,0.988,0.825,0.947,0.84,0.629,0.889,0.663,0.859,
autodp_ofat_outlier_removal_zscore,0.937,0.478,0.732,0.892,0.785,0.856,0.928,0.771,0.773,0.761,0.512,0.976,0.843,0.886,0.906,0.868,0.917,0.806,0.86,0.835,0.988,0.861,0.946,0.84,0.652,0.887,0.676,0.859,
autodp_ofat_outlier_removal_iqr,0.937,0.478,0.732,0.892,0.785,0.856,0.928,0.771,0.773,0.761,0.512,0.976,0.843,0.886,0.906,0.868,0.917,0.806,0.86,0.835,0.988,0.861,0.946,0.84,0.652,0.887,0.676,0.859,
autodp_ofat_outlier_removal_lof,0.937,0.478,0.732,0.892,0.785,0.856,0.928,0.771,0.773,0.761,0.512,0.976,0.843,0.886,0.906,0.868,0.917,0.806,0.86,0.835,0.988,0.861,0.946,0.84,0.652,0.887,0.676,0.859,
autodp_combo_01_basic,0.891,0.313,0.614,0.847,0.742,0.767,0.809,0.701,0.707,0.7,0.435,0.905,0.771,0.84,0.799,0.864,0.902,0.726,0.743,0.691,0.958,0.732,0.946,0.802,0.409,0.847,0.525,0.831,
autodp_combo_02_knn_binary,0.941,0.431,0.686,0.888,0.763,0.86,0.933,0.746,0.751,0.759,0.499,0.966,0.828,0.884,0.901,0.871,0.908,0.797,0.861,0.752,0.981,0.833,0.946,0.839,0.626,0.871,0.661,0.858,
autodp_combo_03_mice_catboost,0.935,0.246,0.595,0.865,0.769,0.696,0.766,0.689,0.677,0.653,0.463,0.981,0.843,0.882,0.778,0.866,0.065,0.798,0.638,0.84,0.967,0.61,0.945,0.763,0.438,0.771,0.462,0.845,
autodp_combo_04_em_frequency,0.867,0.206,0.564,0.858,0.744,0.691,0.558,0.631,0.633,0.623,0.434,0.932,0.815,0.827,0.739,0.849,0.904,0.728,0.602,0.724,0.964,0.664,0.945,0.759,0.371,0.784,0.657,0.81,
autodp_combo_05_random_ordinal,0.891,0.313,0.614,0.847,0.742,0.767,0.809,0.701,0.707,0.7,0.435,0.905,0.771,0.84,0.799,0.864,0.902,0.726,0.743,0.691,0.958,0.732,0.946,0.802,0.409,0.847,0.525,0.831,
autodp_combo_06_drop_binary,0.936,0.249,0.64,0.879,0.757,0.753,0.817,0.721,0.725,0.704,0.472,0.963,0.801,0.861,0.81,0.863,0.904,0.776,0.796,0.697,0.945,0.83,0.946,0.763,0.587,0.792,0.644,0.849,
autodp_combo_07_mf_frequency,0.878,0.28,0.574,0.884,0.747,0.737,0.667,0.674,0.67,0.665,0.442,0.935,0.808,0.841,0.808,0.851,0.904,0.74,0.697,0.72,0.96,0.674,0.945,0.782,0.463,0.821,0.659,0.826,
autodp_combo_08_knn_catboost,0.931,0.325,0.582,0.861,0.781,0.705,0.758,0.692,0.684,0.678,0.494,0.977,0.844,0.887,0.798,0.865,0.901,0.796,0.643,0.839,0.972,0.744,0.945,0.792,0.609,0.811,0.655,0.858,
autodp_combo_09_mice_ordinal,0.891,0.304,0.614,0.847,0.742,0.787,0.816,0.699,0.705,0.698,0.431,0.895,0.767,0.839,0.813,0.862,0.903,0.728,0.742,0.693,0.964,0.73,0.945,0.804,0.377,0.845,0.657,0.83,
autodp_combo_10_em_binary,0.92,0.295,0.674,0.868,0.762,0.832,0.9,0.701,0.692,0.718,0.439,0.931,0.805,0.859,0.895,0.868,0.894,0.768,0.731,0.731,0.974,0.587,0.945,0.812,0.474,0.808,0.602,0.855,
autodp_combo_11_random_frequency,0.88,0.273,0.575,0.823,0.755,0.694,0.578,0.554,0.585,0.628,0.476,0.934,0.803,0.829,0.752,0.852,0.905,0.704,0.722,0.725,0.96,0.721,0.943,0.746,0.585,0.802,0.665,0.816,
autodp_combo_12_drop_catboost,0.936,0.246,0.569,0.866,0.771,0.682,0.752,0.687,0.685,0.667,0.445,0.98,0.835,0.882,0.769,0.87,0.065,0.792,0.636,0.842,0.965,0.512,0.945,0.781,0.44,0.806,0.462,0.843,
autodp_combo_13_mf_binary,0.918,0.295,0.663,0.866,0.758,0.826,0.9,0.698,0.692,0.717,0.434,0.93,0.802,0.866,0.895,0.876,0.894,0.767,0.731,0.73,0.974,0.587,0.945,0.812,0.474,0.781,0.602,0.854,
