,D_1556,D_1557,D_1558,D_1559,D_1560,D_1562,D_1563,D_1564,D_1565,D_1566,D_1567,D_1568,D_1569,D_1590,D_1596,D_1597,D_4134,D_4135,D_4153,D_4154,D_4329,D_4340,D_4534,D_4538,D_4552,D_6332,D_23380,D_23381,D_23499
autodp_ofat_feature_selection_tree_based,,0.6351674641148325,0.8850828729281768,0.5,0.9788732394366197,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6779661016949152,0.9958847736625515,0.511,0.933,0.497,0.838,0.549,0.999,0.7310252996005326,0.943,1.0,1.0,0.851063829787234,0.8961038961038961,0.933,0.466,0.77,0.6851851851851852,0.9946428571428572,0.56,0.7142857142857143
autodp_ofat_duplicate_removal_exact,1.0,0.638755980861244,0.8861878453038674,0.5,0.9483568075117371,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6440677966101694,1.0,0.524,0.933,0.491,0.86,0.686,0.999,0.7470039946737683,0.943,0.9722222222222222,1.0,0.851063829787234,0.8961038961038961,0.932,0.464,0.773,0.6666666666666666,0.9928571428571429,0.58,0.7142857142857143
autodp_ofat_duplicate_removal_approximate,1.0,0.6399521531100478,0.8861878453038674,0.5,0.9389671361502347,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6440677966101694,1.0,0.524,0.933,0.491,0.858,0.686,0.999,0.7470039946737683,0.943,0.9722222222222222,1.0,0.851063829787234,0.8961038961038961,0.932,0.468,0.773,0.6666666666666666,0.9928571428571429,0.58,0.7142857142857143
autodp_ofat_outlier_removal_zscore,1.0,0.6363636363636364,0.8828729281767956,0.5,0.7887323943661971,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6440677966101694,1.0,0.524,0.933,0.491,0.852,0.684,,0.7470039946737683,0.943,0.9444444444444444,0.999,0.851063829787234,0.8961038961038961,0.933,0.328,0.773,0.6851851851851852,0.9535714285714286,0.56,0.7142857142857143
autodp_ofat_outlier_removal_iqr,1.0,0.6327751196172249,0.8651933701657458,0.5,0.9178403755868545,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6949152542372882,1.0,0.524,0.933,0.491,0.835,0.671,,0.7470039946737683,0.943,0.5,,0.851063829787234,0.8961038961038961,0.933,0.283,0.772,0.6481481481481481,0.9017857142857143,0.59,0.7142857142857143
autodp_ofat_outlier_removal_lof,1.0,0.6399521531100478,0.8806629834254144,0.5,0.9366197183098591,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6440677966101694,1.0,0.524,0.933,0.491,0.852,0.694,0.996,0.7456724367509987,0.943,0.9444444444444444,1.0,0.8404255319148937,0.8961038961038961,0.933,0.3,0.774,0.6388888888888888,0.9892857142857143,0.55,0.7142857142857143
autodp_combo_01_basic,1.0,0.6351674641148325,0.8707182320441988,0.45454545454545453,0.9741784037558685,0.6923076923076923,0.8461538461538461,0.8461538461538461,0.711864406779661,0.6666666666666666,0.524,0.784,0.492,0.845,0.721,,0.7043941411451398,0.942,0.6388888888888888,,0.851063829787234,0.8831168831168831,0.903,0.397,0.735,0.5277777777777778,0.30178571428571427,0.55,0.7321428571428571
autodp_combo_02_knn_binary,1.0,0.5789473684210527,0.8883977900552487,0.5454545454545454,0.9765258215962441,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6949152542372882,0.5061728395061729,0.522,0.93,0.491,0.838,0.713,0.999,0.7470039946737683,0.942,1.0,1.0,0.851063829787234,0.8701298701298701,0.93,0.473,0.749,0.6759259259259259,0.44642857142857145,0.54,0.7142857142857143
autodp_combo_03_mice_catboost,1.0,0.6351674641148325,0.8883977900552487,0.5,0.7863849765258216,0.7692307692307693,0.5384615384615384,0.6923076923076923,0.711864406779661,0.5679012345679012,0.511,0.9,0.498,0.851,0.728,,0.7363515312916112,0.942,1.0,0.999,0.851063829787234,0.8831168831168831,0.921,0.49,0.649,0.6018518518518519,0.7803571428571429,0.54,0.75
autodp_combo_04_em_frequency,1.0,0.6052631578947368,0.8839779005524862,0.45454545454545453,0.8497652582159625,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.6440677966101694,0.4897119341563786,0.51,0.347,0.495,0.804,0.63,,0.7057256990679095,0.942,0.5,,0.851063829787234,0.6753246753246753,0.9,0.449,0.641,0.6574074074074074,0.3142857142857143,0.58,0.7142857142857143
autodp_combo_05_random_ordinal,1.0,0.5789473684210527,0.8906077348066298,0.45454545454545453,0.9812206572769953,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.6949152542372882,0.5102880658436214,0.524,0.784,0.492,0.843,0.73,0.997,0.6924101198402131,0.942,1.0,1.0,0.8404255319148937,0.8831168831168831,0.903,0.473,0.738,0.6574074074074074,0.33214285714285713,0.58,0.7321428571428571
autodp_combo_06_drop_binary,1.0,0.6172248803827751,0.887292817679558,0.5,0.7793427230046949,0.7692307692307693,0.8461538461538461,0.8461538461538461,0.6779661016949152,0.4897119341563786,0.51,0.905,0.498,0.839,0.693,,0.7350199733688415,0.942,1.0,0.999,0.851063829787234,0.8571428571428571,0.928,0.492,0.556,0.6203703703703703,,0.51,0.7321428571428571
autodp_combo_07_mf_frequency,1.0,0.6208133971291866,0.8806629834254144,0.45454545454545453,0.8568075117370892,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.6440677966101694,0.522633744855967,0.51,0.347,0.496,0.825,0.63,,0.758988015978695,0.942,0.5,,0.851063829787234,0.6753246753246753,0.903,0.437,0.682,0.7037037037037037,0.3,0.52,0.7142857142857143
autodp_combo_08_knn_catboost,0.9166666666666666,0.6351674641148325,0.8883977900552487,0.5909090909090909,0.9835680751173709,0.46153846153846156,0.5384615384615384,0.8461538461538461,0.6779661016949152,0.5679012345679012,0.513,0.9,0.493,0.848,0.717,0.997,0.5499334221038615,0.941,1.0,1.0,0.851063829787234,0.8831168831168831,0.928,0.47,0.663,0.6018518518518519,0.8053571428571429,0.5,0.6964285714285714
autodp_combo_09_mice_ordinal,1.0,0.5753588516746412,0.8895027624309392,0.5454545454545454,0.9788732394366197,0.6153846153846154,0.8461538461538461,0.8461538461538461,0.7288135593220338,0.5061728395061729,0.522,0.791,0.491,0.838,0.711,0.999,0.7496671105193076,0.942,0.9722222222222222,1.0,0.851063829787234,0.8701298701298701,0.902,0.478,0.726,0.6851851851851852,0.3392857142857143,0.55,0.6964285714285714
autodp_combo_10_em_binary,0.875,0.6232057416267942,0.8674033149171271,0.45454545454545453,0.7793427230046949,0.6923076923076923,0.5384615384615384,0.5384615384615384,0.6440677966101694,0.522633744855967,0.511,0.912,0.498,0.805,0.632,,0.758988015978695,0.942,0.9444444444444444,0.999,0.851063829787234,0.6753246753246753,0.917,0.473,0.622,0.6944444444444444,0.39285714285714285,0.57,0.7142857142857143
autodp_combo_11_random_frequency,1.0,0.6291866028708134,0.8640883977900552,0.5,0.9835680751173709,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.6779661016949152,0.6255144032921811,0.511,0.415,0.498,0.829,0.714,,0.7363515312916112,0.942,0.6388888888888888,,0.851063829787234,0.8831168831168831,0.905,0.44,0.461,0.6111111111111112,0.3767857142857143,0.6,0.7678571428571429
autodp_combo_12_drop_catboost,0.9583333333333334,0.6255980861244019,0.8839779005524862,0.5,0.9741784037558685,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.6610169491525424,0.522633744855967,0.514,0.895,0.491,0.858,0.695,0.999,0.7336884154460719,0.945,1.0,1.0,0.851063829787234,0.8571428571428571,0.922,0.476,0.62,0.5740740740740741,,0.61,0.7321428571428571
autodp_combo_13_mf_binary,0.75,0.5705741626794258,0.8707182320441988,0.45454545454545453,0.7793427230046949,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.6440677966101694,0.5061728395061729,0.51,0.909,0.496,0.804,0.63,,0.758988015978695,0.942,0.8611111111111112,0.999,0.851063829787234,0.6753246753246753,0.916,0.473,0.542,0.6296296296296297,0.38571428571428573,0.57,0.7142857142857143
